mine_id,mine_name,latitude,longitude,elevation_m,slope_degrees,aspect_degrees,terrain_ruggedness_index,data_source
4190,Mine_04190,8.952317,76.525449,773.6,5.01,134.9,4.1,synthetic_srtm
4191,Mine_04191,13.020806,78.556226,319.55,3.73,28.45,3.57,synthetic_srtm
4192,Mine_04192,9.085621,78.232837,994.76,5.0,249.85,5.21,synthetic_srtm
4193,Mine_04193,13.114905,77.478993,2125.6,36.84,114.27,12.39,synthetic_srtm
4194,Mine_04194,12.649215,79.198482,961.21,23.44,224.3,7.04,synthetic_srtm
4195,Mine_04195,8.359186,79.571521,549.07,16.7,245.34,9.92,synthetic_srtm
4196,Mine_04196,10.142511,77.751958,556.66,18.71,6.12,9.25,synthetic_srtm
4197,Mine_04197,10.255626,77.990642,330.91,7.32,245.48,5.47,synthetic_srtm
4198,Mine_04198,10.855046,79.431031,262.44,9.99,134.21,4.26,synthetic_srtm
4199,Mine_04199,13.247112,78.140578,705.15,6.6,186.16,4.68,synthetic_srtm
4200,Mine_04200,12.08307,79.959355,636.92,18.54,151.32,7.06,synthetic_srtm
4201,Mine_04201,11.881585,78.599099,286.27,6.08,332.42,4.13,synthetic_srtm
4202,Mine_04202,10.476908,79.681123,751.73,17.16,225.54,5.95,synthetic_srtm
4203,Mine_04203,10.79627,78.968515,548.44,7.88,174.93,6.01,synthetic_srtm
4204,Mine_04204,11.496566,80.005642,513.79,22.42,1.26,8.85,synthetic_srtm
4205,Mine_04205,12.495873,77.244542,1508.57,29.89,166.68,11.84,synthetic_srtm
4206,Mine_04206,8.467678,78.622443,659.84,12.02,216.12,5.95,synthetic_srtm
4207,Mine_04207,10.330745,77.432155,926.83,24.28,246.0,10.75,synthetic_srtm
4208,Mine_04208,8.274791,77.298934,271.12,0.98,318.68,4.14,synthetic_srtm
4209,Mine_04209,13.402219,76.441312,657.18,18.13,294.88,8.38,synthetic_srtm
4210,Mine_04210,12.832405,78.981193,942.02,20.93,58.88,6.93,synthetic_srtm
4211,Mine_04211,11.937039,77.636507,1393.16,26.9,228.16,8.77,synthetic_srtm
4212,Mine_04212,10.832574,80.487109,828.24,19.28,137.89,9.53,synthetic_srtm
4213,Mine_04213,10.653747,79.705878,890.21,11.97,121.78,4.63,synthetic_srtm
4214,Mine_04214,12.701827,77.742533,2259.83,24.41,33.21,9.86,synthetic_srtm
4215,Mine_04215,8.700568,76.518906,733.81,14.58,77.07,7.97,synthetic_srtm
4216,Mine_04216,9.121003,79.811155,395.32,3.0,7.17,4.18,synthetic_srtm
4217,Mine_04217,8.504458,78.812336,783.51,6.84,143.42,6.44,synthetic_srtm
4218,Mine_04218,11.564988,77.946175,2371.86,30.84,72.94,11.69,synthetic_srtm
4219,Mine_04219,13.418025,77.058712,1947.86,26.09,146.44,9.91,synthetic_srtm
4220,Mine_04220,10.587557,80.410417,280.17,1.86,346.43,1.19,synthetic_srtm
4221,Mine_04221,11.107784,78.768055,291.96,14.39,53.51,5.79,synthetic_srtm
4222,Mine_04222,12.548384,76.783755,1536.4,33.21,87.49,13.15,synthetic_srtm
4223,Mine_04223,13.231254,80.047116,902.71,6.97,198.75,2.92,synthetic_srtm
4224,Mine_04224,10.073225,77.775352,709.24,24.91,283.7,10.61,synthetic_srtm
4225,Mine_04225,8.333287,80.130829,877.55,20.34,195.26,10.05,synthetic_srtm
4226,Mine_04226,12.781056,76.41838,1601.4,25.15,103.52,10.95,synthetic_srtm
4227,Mine_04227,8.377264,77.712975,915.84,7.43,312.67,4.42,synthetic_srtm
4228,Mine_04228,12.286662,80.142772,794.11,8.88,124.93,4.83,synthetic_srtm
4229,Mine_04229,12.861574,78.446998,605.89,19.57,197.62,9.91,synthetic_srtm
4230,Mine_04230,12.77724,79.855996,795.48,22.13,187.54,10.11,synthetic_srtm
4231,Mine_04231,8.19598,80.386086,917.84,23.16,38.33,8.79,synthetic_srtm
4232,Mine_04232,13.016411,77.742336,1183.31,29.61,333.65,13.53,synthetic_srtm
4233,Mine_04233,8.719736,79.589297,255.11,5.15,7.46,5.98,synthetic_srtm
4234,Mine_04234,9.063835,77.088481,958.3,19.71,24.69,7.62,synthetic_srtm
4235,Mine_04235,9.118851,77.287902,500.75,23.02,312.95,11.6,synthetic_srtm
4236,Mine_04236,8.705149,77.007145,422.71,0.23,92.91,4.34,synthetic_srtm
4237,Mine_04237,8.079688,79.378414,495.31,13.03,119.37,6.62,synthetic_srtm
4238,Mine_04238,10.456672,78.996328,860.2,10.26,304.9,7.35,synthetic_srtm
4239,Mine_04239,10.3816,76.965339,1467.39,29.36,208.25,8.92,synthetic_srtm
4240,Mine_04240,8.27931,78.742281,932.77,14.3,171.94,4.8,synthetic_srtm
4241,Mine_04241,10.924585,78.323358,458.39,8.35,295.05,5.39,synthetic_srtm
4242,Mine_04242,12.950851,79.263504,253.1,2.16,130.93,5.53,synthetic_srtm
4243,Mine_04243,11.316798,78.039064,759.45,16.42,328.19,6.45,synthetic_srtm
4244,Mine_04244,8.964647,79.132999,523.88,19.55,302.58,6.8,synthetic_srtm
4245,Mine_04245,10.309755,77.729429,750.82,16.52,134.5,5.06,synthetic_srtm
4246,Mine_04246,9.512275,80.220948,819.07,5.81,280.01,2.32,synthetic_srtm
4247,Mine_04247,12.47208,77.517979,1118.97,17.33,178.22,5.3,synthetic_srtm
4248,Mine_04248,13.310564,77.525087,2301.95,31.97,212.76,12.16,synthetic_srtm
4249,Mine_04249,12.763979,78.713701,495.49,11.28,336.53,6.4,synthetic_srtm
4250,Mine_04250,10.368672,79.049815,231.16,9.61,15.95,6.0,synthetic_srtm
4251,Mine_04251,12.375664,76.165761,700.19,24.87,163.44,11.92,synthetic_srtm
4252,Mine_04252,11.923522,79.583359,276.3,5.43,100.18,4.99,synthetic_srtm
4253,Mine_04253,12.783756,79.364102,727.49,18.27,330.72,5.84,synthetic_srtm
4254,Mine_04254,13.237933,77.463975,2268.96,28.34,16.31,12.18,synthetic_srtm
4255,Mine_04255,12.853317,77.623825,1527.25,24.85,33.48,10.23,synthetic_srtm
4256,Mine_04256,9.0054,77.371659,667.98,14.21,193.17,8.99,synthetic_srtm
4257,Mine_04257,10.638277,79.956709,595.36,12.35,22.91,3.77,synthetic_srtm
4258,Mine_04258,8.591246,77.229681,435.82,11.01,335.89,6.93,synthetic_srtm
4259,Mine_04259,9.048087,76.463563,1483.85,36.94,14.18,14.77,synthetic_srtm
4260,Mine_04260,13.176297,78.748529,664.98,10.93,245.29,7.2,synthetic_srtm
4261,Mine_04261,11.852617,80.123052,391.82,9.53,82.71,6.17,synthetic_srtm
4262,Mine_04262,10.507578,79.835565,458.84,9.87,60.25,5.52,synthetic_srtm
4263,Mine_04263,10.459363,78.953637,359.32,8.49,167.48,2.58,synthetic_srtm
4264,Mine_04264,10.757924,79.663269,416.59,5.29,248.13,5.23,synthetic_srtm
4265,Mine_04265,9.544878,78.082613,612.29,8.54,165.39,6.16,synthetic_srtm
4266,Mine_04266,11.04062,79.395421,359.41,4.15,44.88,5.47,synthetic_srtm
4267,Mine_04267,12.360569,78.714929,933.4,12.94,154.34,8.21,synthetic_srtm
4268,Mine_04268,9.769883,77.509579,648.75,9.04,334.45,6.06,synthetic_srtm
4269,Mine_04269,11.256016,79.459652,888.04,18.25,10.9,6.02,synthetic_srtm
4270,Mine_04270,11.680025,77.473983,1395.72,25.89,120.25,9.67,synthetic_srtm
4271,Mine_04271,12.287696,78.4816,321.62,9.92,252.34,3.81,synthetic_srtm
4272,Mine_04272,11.771532,76.494395,501.48,16.52,264.42,9.34,synthetic_srtm
4273,Mine_04273,10.529215,77.472594,772.34,22.24,123.2,9.09,synthetic_srtm
4274,Mine_04274,12.552918,80.493363,942.06,13.33,82.96,5.54,synthetic_srtm
4275,Mine_04275,11.911111,79.484622,334.07,5.06,256.98,1.88,synthetic_srtm
4276,Mine_04276,12.812015,76.688074,1103.23,40.44,167.93,16.56,synthetic_srtm
4277,Mine_04277,13.173076,77.082017,1103.86,29.24,156.73,9.88,synthetic_srtm
4278,Mine_04278,11.529413,77.472821,1227.77,39.73,78.76,14.09,synthetic_srtm
4279,Mine_04279,11.57775,78.244227,942.9,16.28,64.19,6.29,synthetic_srtm
4280,Mine_04280,13.480192,76.07083,1668.02,16.3,283.79,8.83,synthetic_srtm
4281,Mine_04281,9.608659,78.348158,835.7,10.56,83.18,7.61,synthetic_srtm
4282,Mine_04282,9.21884,78.98755,957.33,24.39,99.77,9.26,synthetic_srtm
4283,Mine_04283,10.842183,79.846074,350.26,14.8,90.26,6.06,synthetic_srtm
4284,Mine_04284,9.715382,76.523835,1270.91,26.37,39.1,9.11,synthetic_srtm
4285,Mine_04285,8.418272,78.576384,464.6,9.82,261.08,5.06,synthetic_srtm
4286,Mine_04286,9.907412,80.365458,522.56,18.21,201.96,9.66,synthetic_srtm
4287,Mine_04287,10.223794,78.204843,940.75,16.72,168.42,7.81,synthetic_srtm
4288,Mine_04288,12.28198,79.932807,620.34,15.47,10.76,5.2,synthetic_srtm
4289,Mine_04289,10.35035,80.056497,401.07,13.12,349.04,7.97,synthetic_srtm
4290,Mine_04290,10.975124,80.294736,876.55,11.06,175.91,4.29,synthetic_srtm
4291,Mine_04291,10.252562,79.57721,540.95,18.66,137.55,10.47,synthetic_srtm
4292,Mine_04292,8.416531,79.218593,852.75,12.72,244.03,4.29,synthetic_srtm
4293,Mine_04293,10.104155,78.507618,515.07,13.92,342.24,7.9,synthetic_srtm
4294,Mine_04294,9.221058,78.469669,217.75,7.01,57.81,2.39,synthetic_srtm
4295,Mine_04295,9.402827,76.427001,1499.7,15.49,349.63,7.77,synthetic_srtm
4296,Mine_04296,10.988863,77.524024,720.79,8.21,86.16,3.79,synthetic_srtm
4297,Mine_04297,8.470444,77.333486,576.33,13.18,256.53,5.25,synthetic_srtm
4298,Mine_04298,12.342604,76.401593,520.99,21.55,275.73,10.41,synthetic_srtm
4299,Mine_04299,13.486021,80.361716,944.46,18.35,275.02,6.49,synthetic_srtm
4300,Mine_04300,8.377002,77.873288,251.64,11.88,171.0,4.02,synthetic_srtm
4301,Mine_04301,12.241606,80.124094,388.64,3.71,92.39,4.03,synthetic_srtm
4302,Mine_04302,11.834295,79.379742,477.8,14.93,59.92,5.43,synthetic_srtm
4303,Mine_04303,12.064343,80.130222,537.88,20.35,121.47,7.75,synthetic_srtm
4304,Mine_04304,10.955586,76.03114,935.13,22.27,41.03,10.23,synthetic_srtm
4305,Mine_04305,12.586721,76.489457,1289.38,15.58,330.41,8.02,synthetic_srtm
4306,Mine_04306,10.458159,79.424593,639.31,8.27,264.82,5.57,synthetic_srtm
4307,Mine_04307,9.456688,76.589628,1274.01,39.1,251.45,16.63,synthetic_srtm
4308,Mine_04308,13.249728,79.085847,429.48,9.72,135.62,6.97,synthetic_srtm
4309,Mine_04309,10.277341,77.461575,919.31,16.22,267.36,9.19,synthetic_srtm
4310,Mine_04310,8.049847,79.56639,854.03,13.96,105.67,4.52,synthetic_srtm
4311,Mine_04311,11.768659,80.116104,833.97,14.48,126.03,6.49,synthetic_srtm
4312,Mine_04312,8.319762,77.615163,823.79,14.08,106.34,7.07,synthetic_srtm
4313,Mine_04313,11.358754,80.014712,774.0,12.67,319.53,4.35,synthetic_srtm
4314,Mine_04314,10.582262,78.538255,311.82,7.22,133.73,5.03,synthetic_srtm
4315,Mine_04315,10.488679,78.410336,987.44,8.33,74.72,5.51,synthetic_srtm
4316,Mine_04316,10.918268,76.310094,1088.55,24.87,110.46,11.1,synthetic_srtm
4317,Mine_04317,8.982531,79.706215,709.97,16.7,211.28,6.15,synthetic_srtm
4318,Mine_04318,9.131415,78.217523,882.11,18.77,94.24,10.25,synthetic_srtm
4319,Mine_04319,10.969018,76.705841,923.56,6.83,137.65,2.63,synthetic_srtm
4320,Mine_04320,11.9264,76.135636,829.45,20.06,319.62,8.98,synthetic_srtm
4321,Mine_04321,12.262638,78.932435,293.31,10.19,56.67,7.79,synthetic_srtm
4322,Mine_04322,10.47757,76.760307,702.79,5.3,79.93,4.65,synthetic_srtm
4323,Mine_04323,11.008,79.436419,647.89,14.15,141.04,8.66,synthetic_srtm
4324,Mine_04324,12.657169,78.798436,943.58,19.14,39.36,10.47,synthetic_srtm
4325,Mine_04325,9.894288,76.051413,872.11,8.93,131.62,5.67,synthetic_srtm
4326,Mine_04326,11.777567,78.31666,659.96,15.37,252.77,9.17,synthetic_srtm
4327,Mine_04327,11.368752,76.355297,1353.88,34.01,300.94,13.2,synthetic_srtm
4328,Mine_04328,8.685055,78.941796,292.22,13.05,241.93,7.79,synthetic_srtm
4329,Mine_04329,11.761883,77.327468,1888.4,32.09,201.83,9.66,synthetic_srtm
4330,Mine_04330,11.120744,76.782107,1515.32,43.4,250.93,16.52,synthetic_srtm
4331,Mine_04331,11.018256,78.095942,454.91,10.38,249.74,6.57,synthetic_srtm
4332,Mine_04332,9.215048,79.015896,256.85,0.52,241.01,4.59,synthetic_srtm
4333,Mine_04333,9.3997,76.6072,1094.37,18.11,45.36,7.58,synthetic_srtm
4334,Mine_04334,8.456678,76.519556,761.06,16.72,174.1,5.05,synthetic_srtm
4335,Mine_04335,12.54922,76.841712,1435.59,27.71,183.53,11.96,synthetic_srtm
4336,Mine_04336,10.30203,77.793704,213.49,14.6,65.59,8.15,synthetic_srtm
4337,Mine_04337,12.527578,77.22559,1206.44,27.35,47.67,12.22,synthetic_srtm
4338,Mine_04338,12.734347,78.852477,981.05,16.61,139.7,9.54,synthetic_srtm
4339,Mine_04339,10.125639,78.411096,792.52,9.11,73.31,7.63,synthetic_srtm
4340,Mine_04340,10.613902,76.966964,1686.0,42.35,254.98,15.33,synthetic_srtm
4341,Mine_04341,12.24357,77.326002,1909.04,24.79,73.28,8.53,synthetic_srtm
4342,Mine_04342,9.424511,79.682165,491.69,1.52,123.28,5.27,synthetic_srtm
4343,Mine_04343,11.219126,77.211355,2049.52,44.98,53.69,17.54,synthetic_srtm
4344,Mine_04344,9.51925,79.193106,320.4,9.71,185.75,3.54,synthetic_srtm
4345,Mine_04345,8.541364,76.471437,652.91,7.42,253.96,4.51,synthetic_srtm
4346,Mine_04346,10.20676,79.689446,781.14,19.25,219.58,10.01,synthetic_srtm
4347,Mine_04347,8.603556,77.578827,506.72,13.64,281.46,7.72,synthetic_srtm
4348,Mine_04348,12.155639,77.091158,1797.92,19.45,296.51,9.64,synthetic_srtm
4349,Mine_04349,10.838029,79.307562,723.99,7.06,345.09,3.47,synthetic_srtm
4350,Mine_04350,10.360178,80.224914,686.31,24.83,156.75,11.83,synthetic_srtm
4351,Mine_04351,12.349272,76.716898,1377.8,17.87,242.17,8.84,synthetic_srtm
4352,Mine_04352,9.108459,78.930066,551.71,23.15,192.79,7.42,synthetic_srtm
4353,Mine_04353,9.217022,77.709346,492.35,13.63,30.87,4.19,synthetic_srtm
4354,Mine_04354,11.771472,78.575385,761.73,19.61,326.96,9.71,synthetic_srtm
4355,Mine_04355,8.450409,77.39632,215.67,12.54,321.42,7.33,synthetic_srtm
4356,Mine_04356,12.111826,76.020701,1634.51,26.01,7.99,9.25,synthetic_srtm
4357,Mine_04357,8.391591,79.727792,405.98,8.02,36.67,3.28,synthetic_srtm
4358,Mine_04358,12.913538,76.217236,1201.49,41.76,208.51,14.3,synthetic_srtm
4359,Mine_04359,10.670084,79.595396,409.35,7.77,215.7,4.93,synthetic_srtm
4360,Mine_04360,11.500701,77.038133,1454.81,38.8,326.9,12.75,synthetic_srtm
4361,Mine_04361,10.930176,79.927592,254.7,11.15,296.13,5.67,synthetic_srtm
4362,Mine_04362,11.706559,77.760415,1205.63,32.45,324.76,11.71,synthetic_srtm
4363,Mine_04363,10.778552,78.668074,367.98,4.88,48.31,2.5,synthetic_srtm
4364,Mine_04364,12.340708,80.270891,587.25,6.3,325.87,3.22,synthetic_srtm
4365,Mine_04365,9.973421,77.854222,719.49,8.17,238.71,5.06,synthetic_srtm
4366,Mine_04366,8.25648,79.555752,288.08,0.75,66.25,4.15,synthetic_srtm
4367,Mine_04367,10.939089,78.242007,298.95,12.33,270.57,5.67,synthetic_srtm
4368,Mine_04368,12.135394,76.689011,1184.49,40.51,276.61,14.67,synthetic_srtm
4369,Mine_04369,12.353421,79.247585,707.64,6.14,26.57,3.52,synthetic_srtm
4370,Mine_04370,12.756586,79.857991,432.8,11.34,243.85,7.45,synthetic_srtm
4371,Mine_04371,11.567757,79.197958,681.5,17.82,316.11,10.33,synthetic_srtm
4372,Mine_04372,8.98688,76.920625,947.68,24.6,232.9,10.69,synthetic_srtm
4373,Mine_04373,9.768188,78.826945,547.3,13.22,33.88,6.81,synthetic_srtm
4374,Mine_04374,8.737457,76.868825,789.45,12.06,92.62,8.28,synthetic_srtm
4375,Mine_04375,12.624104,77.778361,1927.1,22.21,162.82,8.03,synthetic_srtm
4376,Mine_04376,10.777213,80.016769,564.62,18.81,230.8,7.94,synthetic_srtm
4377,Mine_04377,10.218463,80.390349,808.84,11.01,293.33,8.1,synthetic_srtm
4378,Mine_04378,10.790499,78.163904,971.21,11.16,335.99,3.78,synthetic_srtm
4379,Mine_04379,9.738438,79.603112,990.68,14.91,139.27,6.78,synthetic_srtm
4380,Mine_04380,11.428539,80.040777,696.9,10.56,212.97,6.21,synthetic_srtm
4381,Mine_04381,9.494026,79.333392,400.75,13.48,293.47,8.36,synthetic_srtm
4382,Mine_04382,9.673393,79.325682,862.76,8.46,15.66,3.35,synthetic_srtm
4383,Mine_04383,8.979162,76.34906,1697.21,32.54,178.11,10.02,synthetic_srtm
4384,Mine_04384,10.607825,77.538506,322.75,5.58,151.25,5.16,synthetic_srtm
4385,Mine_04385,9.198752,80.165531,921.53,8.79,233.8,7.6,synthetic_srtm
4386,Mine_04386,8.629798,76.237773,685.37,6.2,24.93,3.59,synthetic_srtm
4387,Mine_04387,8.782637,76.008621,1668.68,44.76,270.21,16.12,synthetic_srtm
4388,Mine_04388,11.733859,76.65635,1604.57,26.81,190.79,11.48,synthetic_srtm
4389,Mine_04389,10.748311,77.683023,432.48,3.71,193.05,3.62,synthetic_srtm
4390,Mine_04390,11.573245,77.899547,1147.05,28.94,209.27,12.09,synthetic_srtm
4391,Mine_04391,9.230748,80.209163,400.28,0.6,326.67,4.47,synthetic_srtm
4392,Mine_04392,11.238782,76.839797,911.44,6.65,236.59,5.85,synthetic_srtm
4393,Mine_04393,9.762693,78.062195,923.09,12.76,65.6,4.38,synthetic_srtm
4394,Mine_04394,11.639264,77.847381,2393.69,27.04,305.89,12.06,synthetic_srtm
4395,Mine_04395,8.444686,76.884549,537.57,7.68,97.71,7.12,synthetic_srtm
4396,Mine_04396,11.329791,78.257822,710.97,7.16,255.5,5.43,synthetic_srtm
4397,Mine_04397,9.604262,76.700889,1112.13,42.84,141.96,17.75,synthetic_srtm
4398,Mine_04398,10.603371,78.078703,383.45,11.63,275.82,4.41,synthetic_srtm
4399,Mine_04399,12.089249,78.681617,953.43,8.73,51.48,5.45,synthetic_srtm
4400,Mine_04400,9.34781,78.523387,351.72,8.33,72.86,6.39,synthetic_srtm
4401,Mine_04401,8.775464,78.752524,818.42,13.61,30.4,8.19,synthetic_srtm
4402,Mine_04402,13.205783,77.039964,2319.61,35.57,294.62,11.62,synthetic_srtm
4403,Mine_04403,11.642375,79.336709,961.85,16.32,194.13,8.13,synthetic_srtm
4404,Mine_04404,8.10996,79.463462,882.62,14.58,23.5,7.51,synthetic_srtm
4405,Mine_04405,8.061009,77.489569,443.86,12.92,215.32,3.99,synthetic_srtm
4406,Mine_04406,12.369206,78.044201,924.22,6.77,257.01,5.38,synthetic_srtm
4407,Mine_04407,11.635704,77.37155,1545.8,35.13,100.26,10.57,synthetic_srtm
4408,Mine_04408,12.063639,78.466399,427.44,10.59,134.29,8.17,synthetic_srtm
4409,Mine_04409,8.07869,80.003325,822.47,18.55,172.69,7.6,synthetic_srtm
4410,Mine_04410,10.985096,76.759909,681.58,22.6,135.59,8.48,synthetic_srtm
4411,Mine_04411,8.58659,78.509895,706.83,17.98,288.05,7.4,synthetic_srtm
4412,Mine_04412,12.493181,79.585312,923.57,7.44,27.0,6.34,synthetic_srtm
4413,Mine_04413,10.171418,78.333463,873.6,8.38,34.6,4.49,synthetic_srtm
4414,Mine_04414,12.324744,76.719681,1573.64,30.19,108.26,9.61,synthetic_srtm
4415,Mine_04415,11.187466,77.641527,1794.86,23.15,256.96,11.04,synthetic_srtm
4416,Mine_04416,12.905112,76.05118,1322.68,18.49,283.75,7.6,synthetic_srtm
4417,Mine_04417,11.999066,76.068732,1114.54,33.09,62.23,10.85,synthetic_srtm
4418,Mine_04418,11.117399,77.065873,2292.07,21.32,118.23,7.42,synthetic_srtm
4419,Mine_04419,8.120075,80.471336,360.58,7.54,16.02,6.39,synthetic_srtm
4420,Mine_04420,10.970514,76.362751,1450.48,42.86,96.19,14.73,synthetic_srtm
4421,Mine_04421,9.796316,78.920663,316.44,14.88,359.89,5.49,synthetic_srtm
4422,Mine_04422,13.316616,79.206288,790.77,22.08,232.36,9.46,synthetic_srtm
4423,Mine_04423,13.143142,77.853186,2339.38,37.43,171.88,11.77,synthetic_srtm
4424,Mine_04424,10.945332,79.36461,678.63,14.93,132.59,6.84,synthetic_srtm
4425,Mine_04425,10.924399,79.689552,916.58,14.65,337.77,9.28,synthetic_srtm
4426,Mine_04426,12.385228,77.437172,1742.47,41.9,316.49,14.5,synthetic_srtm
4427,Mine_04427,8.370612,76.753901,1514.81,43.95,337.48,16.41,synthetic_srtm
4428,Mine_04428,10.694375,78.527091,961.6,20.78,82.78,8.91,synthetic_srtm
4429,Mine_04429,12.34845,79.621985,313.34,9.23,289.7,5.14,synthetic_srtm
4430,Mine_04430,8.590835,76.90334,861.1,16.79,237.26,6.1,synthetic_srtm
4431,Mine_04431,8.354113,77.875719,737.8,24.98,47.65,12.22,synthetic_srtm
4432,Mine_04432,8.355013,78.93103,684.1,7.95,281.67,6.53,synthetic_srtm
4433,Mine_04433,12.650826,79.848381,894.07,20.87,278.41,10.85,synthetic_srtm
4434,Mine_04434,12.499522,76.819304,1389.12,25.88,127.82,12.62,synthetic_srtm
4435,Mine_04435,13.372561,79.27984,516.11,20.5,241.84,9.63,synthetic_srtm
4436,Mine_04436,9.349491,79.469031,929.27,13.14,101.84,3.99,synthetic_srtm
4437,Mine_04437,9.122673,76.902909,1647.88,34.83,109.9,10.47,synthetic_srtm
4438,Mine_04438,12.864124,77.13477,1564.63,31.02,172.87,9.35,synthetic_srtm
4439,Mine_04439,9.761153,80.036606,803.09,10.78,350.04,4.5,synthetic_srtm
4440,Mine_04440,10.938959,79.897757,564.59,21.34,92.5,8.63,synthetic_srtm
4441,Mine_04441,12.621852,80.091131,879.37,15.03,159.8,4.61,synthetic_srtm
4442,Mine_04442,11.529636,79.415145,892.41,21.94,347.93,9.56,synthetic_srtm
4443,Mine_04443,13.415836,76.970474,986.23,15.29,239.31,4.94,synthetic_srtm
4444,Mine_04444,10.622238,79.527724,539.77,6.35,5.11,3.69,synthetic_srtm
4445,Mine_04445,12.190579,79.424537,504.8,11.4,16.9,4.01,synthetic_srtm
4446,Mine_04446,8.24414,77.661112,754.56,21.15,60.9,11.11,synthetic_srtm
4447,Mine_04447,10.796291,78.636569,705.36,5.55,114.56,1.85,synthetic_srtm
4448,Mine_04448,12.715646,80.172722,616.09,10.4,154.35,6.87,synthetic_srtm
4449,Mine_04449,11.234563,77.916476,1145.25,23.79,330.79,7.5,synthetic_srtm
4450,Mine_04450,9.276435,80.126944,213.35,9.1,82.09,3.12,synthetic_srtm
4451,Mine_04451,8.025303,78.878372,785.46,23.29,9.79,8.57,synthetic_srtm
4452,Mine_04452,10.107137,78.70804,784.37,9.96,243.53,4.85,synthetic_srtm
4453,Mine_04453,10.203457,76.307715,1125.29,22.22,136.03,9.11,synthetic_srtm
4454,Mine_04454,9.172096,77.228834,320.56,13.8,11.98,7.53,synthetic_srtm
4455,Mine_04455,10.036913,77.660181,268.86,8.31,252.47,2.85,synthetic_srtm
4456,Mine_04456,9.792344,77.84934,486.52,1.34,271.46,4.43,synthetic_srtm
4457,Mine_04457,10.523685,78.948026,579.43,15.56,167.44,7.94,synthetic_srtm
4458,Mine_04458,11.538164,78.331206,606.44,20.18,26.41,10.72,synthetic_srtm
4459,Mine_04459,10.033163,77.157692,619.4,24.18,301.32,10.56,synthetic_srtm
4460,Mine_04460,10.820194,78.481601,989.27,10.74,2.48,4.12,synthetic_srtm
4461,Mine_04461,9.358417,79.605489,261.32,12.99,350.55,8.3,synthetic_srtm
4462,Mine_04462,9.203757,76.833072,1446.45,37.04,272.82,13.11,synthetic_srtm
4463,Mine_04463,12.206855,78.039902,787.78,14.79,160.84,9.14,synthetic_srtm
4464,Mine_04464,9.177016,76.832163,956.62,21.39,217.83,10.19,synthetic_srtm
4465,Mine_04465,12.047058,77.465476,1591.86,18.83,110.07,8.12,synthetic_srtm
4466,Mine_04466,9.125962,79.956583,305.65,10.58,263.62,6.63,synthetic_srtm
4467,Mine_04467,11.019665,78.64468,657.96,13.12,265.19,4.65,synthetic_srtm
4468,Mine_04468,11.44696,80.198636,450.81,14.26,167.89,6.29,synthetic_srtm
4469,Mine_04469,8.583212,79.752957,247.46,3.27,265.1,4.42,synthetic_srtm
4470,Mine_04470,12.75099,79.711991,951.44,20.13,286.09,10.89,synthetic_srtm
4471,Mine_04471,11.515615,80.290529,755.9,10.52,279.9,7.9,synthetic_srtm
4472,Mine_04472,12.494072,79.137449,878.79,19.83,207.81,9.65,synthetic_srtm
4473,Mine_04473,8.059909,79.568126,374.26,13.56,264.9,5.72,synthetic_srtm
4474,Mine_04474,8.161934,79.390234,747.21,19.6,146.96,10.34,synthetic_srtm
4475,Mine_04475,10.842817,77.042564,603.14,23.66,322.61,10.6,synthetic_srtm
4476,Mine_04476,11.820753,80.445786,201.72,14.6,273.54,6.0,synthetic_srtm
4477,Mine_04477,8.854535,78.833471,818.26,17.92,8.15,8.46,synthetic_srtm
4478,Mine_04478,9.011428,79.382047,617.3,21.96,85.4,9.57,synthetic_srtm
4479,Mine_04479,10.175463,77.776047,664.29,20.82,107.6,9.24,synthetic_srtm
4480,Mine_04480,13.355676,79.12809,546.45,5.87,90.88,2.37,synthetic_srtm
4481,Mine_04481,12.904545,76.92101,1140.25,36.69,56.75,14.47,synthetic_srtm
4482,Mine_04482,9.545858,80.170818,644.62,5.48,205.68,5.35,synthetic_srtm
4483,Mine_04483,8.471476,76.983555,1452.33,37.1,343.75,12.47,synthetic_srtm
4484,Mine_04484,11.027252,79.124912,548.65,15.03,22.45,5.64,synthetic_srtm
4485,Mine_04485,9.66645,76.439327,1068.61,34.83,150.29,12.61,synthetic_srtm
4486,Mine_04486,8.022471,77.593759,523.86,21.54,309.98,7.14,synthetic_srtm
4487,Mine_04487,12.926356,77.460028,2373.27,37.83,61.8,14.52,synthetic_srtm
4488,Mine_04488,12.390569,80.291968,634.37,14.19,107.02,8.24,synthetic_srtm
4489,Mine_04489,9.527427,77.363127,571.43,24.95,12.69,10.66,synthetic_srtm
4490,Mine_04490,9.783497,78.388869,742.61,7.98,99.74,2.73,synthetic_srtm
4491,Mine_04491,9.785081,76.985658,653.89,15.1,29.58,8.99,synthetic_srtm
4492,Mine_04492,8.239567,77.39182,787.29,19.64,138.93,9.04,synthetic_srtm
4493,Mine_04493,13.469029,77.05996,1858.16,23.45,122.44,9.43,synthetic_srtm
4494,Mine_04494,8.492551,77.045343,271.12,5.89,319.56,3.73,synthetic_srtm
4495,Mine_04495,8.280135,79.121239,966.14,13.31,324.94,5.21,synthetic_srtm
4496,Mine_04496,12.043863,76.465621,762.07,24.37,288.76,7.54,synthetic_srtm
4497,Mine_04497,11.970135,77.053441,1511.5,16.3,139.5,8.8,synthetic_srtm
