mine_id,mine_name,mineral_type,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,data_source
5538,Mine_05538,Granite,0.817,0.306,0.372,3.99,36.0,synthetic_geological_survey
5539,Mine_05539,Marble,0.823,0.384,0.439,2.84,190.52,synthetic_geological_survey
5540,Mine_05540,Sand,0.333,0.888,0.44,2.59,113.05,synthetic_geological_survey
5541,Mine_05541,Salt,0.941,0.209,0.408,3.15,69.7,synthetic_geological_survey
5542,Mine_05542,Iron Ore,0.705,0.403,0.344,2.14,97.17,synthetic_geological_survey
5543,Mine_05543,Sandstone,0.542,0.65,0.354,1.08,195.73,synthetic_geological_survey
5544,Mine_05544,Marble,0.812,0.379,0.586,2.78,156.59,synthetic_geological_survey
5545,Mine_05545,Limestone,0.543,0.453,0.61,3.06,64.78,synthetic_geological_survey
5546,Mine_05546,Limestone,0.622,0.519,0.666,4.11,186.19,synthetic_geological_survey
5547,Mine_05547,Iron Ore,0.697,0.398,0.667,3.93,195.53,synthetic_geological_survey
5548,Mine_05548,Sand,0.278,0.74,0.574,1.2,54.02,synthetic_geological_survey
5549,Mine_05549,Sandstone,0.419,0.503,0.278,2.22,130.46,synthetic_geological_survey
5550,Mine_05550,Marble,0.626,0.292,0.297,1.66,163.49,synthetic_geological_survey
5551,Mine_05551,Salt,1.03,0.229,0.345,3.34,82.84,synthetic_geological_survey
5552,Mine_05552,Granite,0.835,0.313,0.755,0.68,28.99,synthetic_geological_survey
5553,Mine_05553,Silica Sand,0.469,0.821,0.372,3.04,114.02,synthetic_geological_survey
5554,Mine_05554,Marble,0.753,0.351,0.238,3.5,87.62,synthetic_geological_survey
5555,Mine_05555,Silica Sand,0.456,0.799,0.383,0.95,199.23,synthetic_geological_survey
5556,Mine_05556,Limestone,0.541,0.451,0.466,2.06,110.09,synthetic_geological_survey
5557,Mine_05557,Salt,1.055,0.235,0.421,4.54,147.07,synthetic_geological_survey
5558,Mine_05558,Sandstone,0.597,0.717,0.626,1.72,81.92,synthetic_geological_survey
5559,Mine_05559,Salt,0.889,0.198,0.517,1.54,124.91,synthetic_geological_survey
5560,Mine_05560,Salt,1.025,0.228,0.649,1.98,175.34,synthetic_geological_survey
5561,Mine_05561,Sand,0.319,0.852,0.347,2.03,180.74,synthetic_geological_survey
5562,Mine_05562,Sand,0.335,0.893,0.315,1.67,146.7,synthetic_geological_survey
5563,Mine_05563,Sandstone,0.468,0.562,0.542,3.58,172.94,synthetic_geological_survey
5564,Mine_05564,Limestone,0.715,0.596,0.552,2.23,88.7,synthetic_geological_survey
5565,Mine_05565,Salt,0.891,0.198,0.238,2.6,108.87,synthetic_geological_survey
5566,Mine_05566,Granite,0.813,0.305,0.281,4.59,174.17,synthetic_geological_survey
5567,Mine_05567,Salt,0.886,0.197,0.622,3.23,193.98,synthetic_geological_survey
5568,Mine_05568,Limestone,0.551,0.459,0.648,4.68,74.41,synthetic_geological_survey
5569,Mine_05569,Iron Ore,0.79,0.451,0.597,1.47,158.08,synthetic_geological_survey
5570,Mine_05570,Salt,0.954,0.212,0.217,3.91,178.44,synthetic_geological_survey
5571,Mine_05571,Silica Sand,0.322,0.563,0.422,3.45,146.67,synthetic_geological_survey
5572,Mine_05572,Sandstone,0.459,0.551,0.243,1.55,136.46,synthetic_geological_survey
5573,Mine_05573,Iron Ore,0.563,0.322,0.322,0.84,84.19,synthetic_geological_survey
5574,Mine_05574,Silica Sand,0.478,0.836,0.272,4.62,155.23,synthetic_geological_survey
5575,Mine_05575,Marble,0.636,0.297,0.477,3.33,123.07,synthetic_geological_survey
5576,Mine_05576,Granite,0.64,0.24,0.708,1.15,69.74,synthetic_geological_survey
5577,Mine_05577,Iron Ore,0.727,0.416,0.246,3.93,154.85,synthetic_geological_survey
5578,Mine_05578,Sand,0.274,0.732,0.324,2.07,22.04,synthetic_geological_survey
5579,Mine_05579,Iron Ore,0.804,0.459,0.568,0.69,155.27,synthetic_geological_survey
5580,Mine_05580,Granite,0.642,0.241,0.413,0.99,22.03,synthetic_geological_survey
5581,Mine_05581,Marble,0.762,0.356,0.526,2.09,155.39,synthetic_geological_survey
5582,Mine_05582,Granite,0.813,0.305,0.341,4.79,107.73,synthetic_geological_survey
5583,Mine_05583,Salt,0.87,0.193,0.661,3.0,74.15,synthetic_geological_survey
5584,Mine_05584,Sand,0.329,0.876,0.591,3.72,131.65,synthetic_geological_survey
5585,Mine_05585,Salt,0.937,0.208,0.259,4.1,153.51,synthetic_geological_survey
5586,Mine_05586,Sand,0.315,0.839,0.72,2.95,88.83,synthetic_geological_survey
5587,Mine_05587,Sand,0.295,0.787,0.428,4.02,161.86,synthetic_geological_survey
5588,Mine_05588,Marble,0.77,0.359,0.37,3.8,176.59,synthetic_geological_survey
5589,Mine_05589,Granite,0.684,0.257,0.201,0.71,179.75,synthetic_geological_survey
5590,Mine_05590,Silica Sand,0.346,0.605,0.46,2.3,67.36,synthetic_geological_survey
5591,Mine_05591,Granite,0.707,0.265,0.29,3.43,134.95,synthetic_geological_survey
5592,Mine_05592,Granite,0.835,0.313,0.672,2.55,151.78,synthetic_geological_survey
5593,Mine_05593,Silica Sand,0.429,0.752,0.774,4.86,41.91,synthetic_geological_survey
5594,Mine_05594,Sandstone,0.476,0.572,0.465,1.79,70.73,synthetic_geological_survey
5595,Mine_05595,Marble,0.702,0.327,0.684,3.34,157.1,synthetic_geological_survey
5596,Mine_05596,Sandstone,0.475,0.569,0.314,3.01,117.78,synthetic_geological_survey
5597,Mine_05597,Sandstone,0.492,0.59,0.376,2.01,100.03,synthetic_geological_survey
5598,Mine_05598,Limestone,0.584,0.487,0.407,4.34,71.57,synthetic_geological_survey
5599,Mine_05599,Salt,0.825,0.183,0.581,2.71,161.53,synthetic_geological_survey
5600,Mine_05600,Salt,0.796,0.177,0.38,1.44,166.21,synthetic_geological_survey
5601,Mine_05601,Salt,0.726,0.161,0.35,3.55,199.37,synthetic_geological_survey
5602,Mine_05602,Sand,0.315,0.84,0.333,2.5,62.83,synthetic_geological_survey
5603,Mine_05603,Limestone,0.606,0.505,0.736,2.42,164.56,synthetic_geological_survey
5604,Mine_05604,Salt,0.745,0.166,0.671,1.68,151.23,synthetic_geological_survey
5605,Mine_05605,Limestone,0.634,0.528,0.625,4.72,114.24,synthetic_geological_survey
5606,Mine_05606,Iron Ore,0.716,0.409,0.6,3.72,189.01,synthetic_geological_survey
5607,Mine_05607,Iron Ore,0.749,0.428,0.65,3.8,154.94,synthetic_geological_survey
5608,Mine_05608,Silica Sand,0.381,0.668,0.406,1.26,163.26,synthetic_geological_survey
5609,Mine_05609,Limestone,0.563,0.469,0.317,1.87,159.62,synthetic_geological_survey
5610,Mine_05610,Sand,0.345,0.92,0.561,4.99,157.29,synthetic_geological_survey
5611,Mine_05611,Silica Sand,0.42,0.735,0.736,1.28,83.65,synthetic_geological_survey
5612,Mine_05612,Limestone,0.698,0.582,0.419,3.26,36.45,synthetic_geological_survey
5613,Mine_05613,Silica Sand,0.381,0.668,0.593,2.97,163.53,synthetic_geological_survey
5614,Mine_05614,Sandstone,0.445,0.534,0.631,4.27,122.14,synthetic_geological_survey
5615,Mine_05615,Marble,0.773,0.361,0.624,2.59,154.74,synthetic_geological_survey
5616,Mine_05616,Silica Sand,0.351,0.614,0.6,2.23,27.37,synthetic_geological_survey
5617,Mine_05617,Salt,0.873,0.194,0.702,4.62,102.79,synthetic_geological_survey
5618,Mine_05618,Salt,0.876,0.195,0.659,1.65,75.19,synthetic_geological_survey
5619,Mine_05619,Silica Sand,0.441,0.772,0.444,4.77,132.46,synthetic_geological_survey
5620,Mine_05620,Sand,0.33,0.879,0.429,1.16,44.9,synthetic_geological_survey
5621,Mine_05621,Iron Ore,0.704,0.402,0.342,4.8,191.84,synthetic_geological_survey
5622,Mine_05622,Sand,0.268,0.713,0.386,1.34,52.38,synthetic_geological_survey
5623,Mine_05623,Silica Sand,0.421,0.736,0.371,4.57,112.05,synthetic_geological_survey
5624,Mine_05624,Marble,0.859,0.401,0.335,0.88,144.33,synthetic_geological_survey
5625,Mine_05625,Marble,0.818,0.382,0.648,3.01,90.45,synthetic_geological_survey
5626,Mine_05626,Granite,0.699,0.262,0.76,3.63,108.75,synthetic_geological_survey
5627,Mine_05627,Salt,0.849,0.189,0.252,4.04,72.35,synthetic_geological_survey
5628,Mine_05628,Salt,0.858,0.191,0.643,4.84,47.39,synthetic_geological_survey
5629,Mine_05629,Sandstone,0.455,0.546,0.325,2.18,163.74,synthetic_geological_survey
5630,Mine_05630,Limestone,0.713,0.594,0.539,3.74,98.3,synthetic_geological_survey
5631,Mine_05631,Iron Ore,0.756,0.432,0.207,4.74,197.07,synthetic_geological_survey
5632,Mine_05632,Silica Sand,0.343,0.601,0.625,3.56,132.34,synthetic_geological_survey
5633,Mine_05633,Salt,0.865,0.192,0.449,1.42,105.23,synthetic_geological_survey
5634,Mine_05634,Granite,0.867,0.325,0.518,0.73,174.55,synthetic_geological_survey
5635,Mine_05635,Sand,0.265,0.706,0.577,0.83,148.31,synthetic_geological_survey
5636,Mine_05636,Sand,0.25,0.667,0.463,4.44,161.49,synthetic_geological_survey
5637,Mine_05637,Sand,0.311,0.829,0.766,3.39,108.99,synthetic_geological_survey
5638,Mine_05638,Sand,0.337,0.898,0.217,3.94,172.32,synthetic_geological_survey
5639,Mine_05639,Sand,0.348,0.929,0.701,4.77,112.34,synthetic_geological_survey
5640,Mine_05640,Salt,1.051,0.233,0.365,2.23,156.89,synthetic_geological_survey
5641,Mine_05641,Granite,0.883,0.331,0.597,1.07,139.14,synthetic_geological_survey
5642,Mine_05642,Sandstone,0.437,0.524,0.718,1.53,22.74,synthetic_geological_survey
5643,Mine_05643,Granite,0.915,0.343,0.673,3.81,171.46,synthetic_geological_survey
5644,Mine_05644,Sandstone,0.475,0.57,0.751,2.99,145.14,synthetic_geological_survey
5645,Mine_05645,Marble,0.819,0.382,0.441,1.27,134.72,synthetic_geological_survey
5646,Mine_05646,Limestone,0.585,0.488,0.771,3.98,154.03,synthetic_geological_survey
5647,Mine_05647,Silica Sand,0.384,0.673,0.33,3.65,132.01,synthetic_geological_survey
5648,Mine_05648,Iron Ore,0.771,0.44,0.404,2.17,199.46,synthetic_geological_survey
5649,Mine_05649,Limestone,0.638,0.531,0.603,4.29,191.64,synthetic_geological_survey
5650,Mine_05650,Silica Sand,0.374,0.655,0.731,4.35,172.79,synthetic_geological_survey
5651,Mine_05651,Silica Sand,0.364,0.637,0.21,2.73,173.35,synthetic_geological_survey
5652,Mine_05652,Granite,0.752,0.282,0.659,2.7,86.57,synthetic_geological_survey
5653,Mine_05653,Limestone,0.657,0.548,0.504,4.09,139.43,synthetic_geological_survey
5654,Mine_05654,Sand,0.256,0.683,0.779,2.78,77.26,synthetic_geological_survey
5655,Mine_05655,Silica Sand,0.336,0.587,0.676,2.26,26.33,synthetic_geological_survey
5656,Mine_05656,Limestone,0.695,0.579,0.638,3.77,25.07,synthetic_geological_survey
5657,Mine_05657,Granite,0.674,0.253,0.76,0.91,72.24,synthetic_geological_survey
5658,Mine_05658,Sand,0.275,0.733,0.34,1.0,54.87,synthetic_geological_survey
5659,Mine_05659,Silica Sand,0.434,0.759,0.546,2.3,183.68,synthetic_geological_survey
5660,Mine_05660,Sand,0.32,0.853,0.532,4.24,79.18,synthetic_geological_survey
5661,Mine_05661,Silica Sand,0.448,0.785,0.242,1.42,84.34,synthetic_geological_survey
5662,Mine_05662,Silica Sand,0.408,0.714,0.584,2.07,56.41,synthetic_geological_survey
5663,Mine_05663,Granite,0.749,0.281,0.489,0.93,89.55,synthetic_geological_survey
5664,Mine_05664,Iron Ore,0.678,0.387,0.694,1.45,48.39,synthetic_geological_survey
5665,Mine_05665,Granite,0.951,0.357,0.793,0.8,191.49,synthetic_geological_survey
5666,Mine_05666,Granite,0.748,0.28,0.326,3.28,178.05,synthetic_geological_survey
5667,Mine_05667,Marble,0.727,0.339,0.633,3.06,32.9,synthetic_geological_survey
5668,Mine_05668,Sandstone,0.507,0.609,0.745,4.65,176.84,synthetic_geological_survey
5669,Mine_05669,Limestone,0.485,0.404,0.553,0.93,178.28,synthetic_geological_survey
5670,Mine_05670,Granite,0.837,0.314,0.767,2.0,167.55,synthetic_geological_survey
5671,Mine_05671,Granite,0.879,0.33,0.227,2.22,85.73,synthetic_geological_survey
5672,Mine_05672,Salt,0.784,0.174,0.598,1.41,124.82,synthetic_geological_survey
5673,Mine_05673,Silica Sand,0.405,0.709,0.605,3.62,156.0,synthetic_geological_survey
5674,Mine_05674,Granite,0.661,0.248,0.435,1.22,195.27,synthetic_geological_survey
5675,Mine_05675,Marble,0.63,0.294,0.27,3.85,156.73,synthetic_geological_survey
5676,Mine_05676,Iron Ore,0.665,0.38,0.567,0.67,52.05,synthetic_geological_survey
5677,Mine_05677,Sand,0.317,0.846,0.683,3.33,177.73,synthetic_geological_survey
5678,Mine_05678,Limestone,0.719,0.599,0.422,4.12,113.31,synthetic_geological_survey
5679,Mine_05679,Sand,0.344,0.918,0.229,1.15,47.88,synthetic_geological_survey
5680,Mine_05680,Salt,0.963,0.214,0.435,1.88,92.45,synthetic_geological_survey
5681,Mine_05681,Granite,0.746,0.28,0.422,2.18,76.69,synthetic_geological_survey
5682,Mine_05682,Sand,0.317,0.844,0.534,0.72,38.71,synthetic_geological_survey
5683,Mine_05683,Silica Sand,0.44,0.771,0.407,4.69,82.49,synthetic_geological_survey
5684,Mine_05684,Marble,0.753,0.351,0.639,4.04,140.78,synthetic_geological_survey
5685,Mine_05685,Marble,0.721,0.337,0.726,4.99,30.44,synthetic_geological_survey
5686,Mine_05686,Marble,0.691,0.322,0.707,3.79,176.69,synthetic_geological_survey
5687,Mine_05687,Salt,0.72,0.16,0.775,2.89,67.76,synthetic_geological_survey
5688,Mine_05688,Silica Sand,0.336,0.588,0.374,2.41,195.26,synthetic_geological_survey
5689,Mine_05689,Limestone,0.564,0.47,0.581,3.72,59.16,synthetic_geological_survey
5690,Mine_05690,Sandstone,0.437,0.525,0.622,4.76,22.52,synthetic_geological_survey
5691,Mine_05691,Iron Ore,0.698,0.399,0.444,1.4,73.07,synthetic_geological_survey
5692,Mine_05692,Salt,0.931,0.207,0.449,1.39,143.4,synthetic_geological_survey
5693,Mine_05693,Salt,0.957,0.213,0.228,4.42,155.95,synthetic_geological_survey
5694,Mine_05694,Sandstone,0.564,0.677,0.543,2.33,88.58,synthetic_geological_survey
5695,Mine_05695,Limestone,0.51,0.425,0.345,1.28,111.01,synthetic_geological_survey
5696,Mine_05696,Salt,0.757,0.168,0.43,1.38,127.37,synthetic_geological_survey
5697,Mine_05697,Marble,0.85,0.396,0.402,0.75,121.36,synthetic_geological_survey
5698,Mine_05698,Marble,0.747,0.349,0.301,3.15,31.96,synthetic_geological_survey
5699,Mine_05699,Sandstone,0.465,0.558,0.461,3.88,185.76,synthetic_geological_survey
5700,Mine_05700,Sandstone,0.482,0.579,0.363,4.11,22.28,synthetic_geological_survey
5701,Mine_05701,Sand,0.298,0.795,0.257,2.26,27.81,synthetic_geological_survey
5702,Mine_05702,Sandstone,0.555,0.666,0.631,2.63,140.57,synthetic_geological_survey
5703,Mine_05703,Marble,0.774,0.361,0.518,2.1,76.06,synthetic_geological_survey
5704,Mine_05704,Iron Ore,0.791,0.452,0.772,2.21,52.91,synthetic_geological_survey
5705,Mine_05705,Silica Sand,0.428,0.749,0.307,3.45,189.73,synthetic_geological_survey
5706,Mine_05706,Sand,0.267,0.712,0.223,1.73,119.03,synthetic_geological_survey
5707,Mine_05707,Silica Sand,0.343,0.601,0.43,2.43,167.7,synthetic_geological_survey
5708,Mine_05708,Granite,0.771,0.289,0.781,1.66,170.34,synthetic_geological_survey
5709,Mine_05709,Sand,0.284,0.757,0.776,0.63,70.17,synthetic_geological_survey
5710,Mine_05710,Limestone,0.698,0.581,0.283,2.52,38.77,synthetic_geological_survey
5711,Mine_05711,Salt,1.05,0.233,0.747,3.2,137.38,synthetic_geological_survey
5712,Mine_05712,Marble,0.679,0.317,0.669,0.94,140.3,synthetic_geological_survey
5713,Mine_05713,Salt,1.059,0.235,0.388,4.36,123.64,synthetic_geological_survey
5714,Mine_05714,Sand,0.292,0.779,0.74,1.64,165.42,synthetic_geological_survey
5715,Mine_05715,Silica Sand,0.422,0.738,0.756,0.94,121.25,synthetic_geological_survey
5716,Mine_05716,Sandstone,0.592,0.711,0.451,4.56,155.37,synthetic_geological_survey
5717,Mine_05717,Limestone,0.651,0.543,0.741,3.45,60.27,synthetic_geological_survey
5718,Mine_05718,Limestone,0.532,0.443,0.274,4.22,196.11,synthetic_geological_survey
5719,Mine_05719,Salt,1.01,0.224,0.48,4.49,146.66,synthetic_geological_survey
5720,Mine_05720,Marble,0.773,0.361,0.768,1.59,162.95,synthetic_geological_survey
5721,Mine_05721,Sandstone,0.531,0.637,0.606,3.54,58.99,synthetic_geological_survey
5722,Mine_05722,Salt,1.061,0.236,0.606,4.53,116.24,synthetic_geological_survey
5723,Mine_05723,Sand,0.314,0.837,0.635,2.49,88.02,synthetic_geological_survey
5724,Mine_05724,Salt,0.78,0.173,0.613,4.24,164.04,synthetic_geological_survey
5725,Mine_05725,Sand,0.355,0.948,0.449,4.77,46.29,synthetic_geological_survey
5726,Mine_05726,Marble,0.752,0.351,0.557,1.05,184.39,synthetic_geological_survey
5727,Mine_05727,Sandstone,0.416,0.5,0.389,4.99,114.12,synthetic_geological_survey
5728,Mine_05728,Sand,0.344,0.917,0.203,4.97,146.34,synthetic_geological_survey
5729,Mine_05729,Limestone,0.648,0.54,0.548,0.64,102.85,synthetic_geological_survey
5730,Mine_05730,Salt,0.88,0.195,0.237,2.53,167.12,synthetic_geological_survey
5731,Mine_05731,Salt,0.893,0.199,0.603,0.75,169.72,synthetic_geological_survey
5732,Mine_05732,Limestone,0.666,0.555,0.384,2.02,82.22,synthetic_geological_survey
5733,Mine_05733,Sandstone,0.574,0.689,0.616,2.27,92.85,synthetic_geological_survey
5734,Mine_05734,Salt,0.722,0.161,0.6,3.19,84.54,synthetic_geological_survey
5735,Mine_05735,Sand,0.256,0.681,0.424,2.56,68.63,synthetic_geological_survey
5736,Mine_05736,Sandstone,0.497,0.597,0.663,1.42,113.32,synthetic_geological_survey
5737,Mine_05737,Sandstone,0.41,0.492,0.539,1.57,199.41,synthetic_geological_survey
5738,Mine_05738,Limestone,0.591,0.493,0.673,1.77,184.17,synthetic_geological_survey
5739,Mine_05739,Iron Ore,0.722,0.412,0.506,4.67,59.16,synthetic_geological_survey
5740,Mine_05740,Iron Ore,0.755,0.431,0.673,3.94,91.99,synthetic_geological_survey
5741,Mine_05741,Silica Sand,0.441,0.772,0.719,2.6,103.49,synthetic_geological_survey
5742,Mine_05742,Salt,0.833,0.185,0.358,1.19,85.11,synthetic_geological_survey
5743,Mine_05743,Sandstone,0.508,0.61,0.629,4.81,172.26,synthetic_geological_survey
5744,Mine_05744,Silica Sand,0.406,0.711,0.405,0.55,94.21,synthetic_geological_survey
5745,Mine_05745,Marble,0.724,0.338,0.408,4.21,152.16,synthetic_geological_survey
5746,Mine_05746,Sand,0.327,0.873,0.609,4.21,106.18,synthetic_geological_survey
5747,Mine_05747,Iron Ore,0.768,0.439,0.684,3.91,169.81,synthetic_geological_survey
5748,Mine_05748,Sandstone,0.499,0.599,0.445,0.58,47.05,synthetic_geological_survey
5749,Mine_05749,Granite,0.71,0.266,0.332,0.86,23.38,synthetic_geological_survey
5750,Mine_05750,Sandstone,0.533,0.64,0.429,1.73,71.57,synthetic_geological_survey
5751,Mine_05751,Marble,0.727,0.339,0.527,3.91,57.45,synthetic_geological_survey
5752,Mine_05752,Iron Ore,0.711,0.407,0.762,1.62,136.26,synthetic_geological_survey
5753,Mine_05753,Limestone,0.653,0.545,0.596,3.29,27.65,synthetic_geological_survey
5754,Mine_05754,Iron Ore,0.765,0.437,0.472,4.52,192.2,synthetic_geological_survey
5755,Mine_05755,Sand,0.247,0.659,0.397,3.1,152.78,synthetic_geological_survey
5756,Mine_05756,Marble,0.742,0.346,0.496,3.98,70.78,synthetic_geological_survey
5757,Mine_05757,Granite,0.959,0.36,0.64,1.31,139.2,synthetic_geological_survey
5758,Mine_05758,Salt,0.837,0.186,0.41,4.31,110.78,synthetic_geological_survey
5759,Mine_05759,Silica Sand,0.454,0.794,0.557,3.19,52.76,synthetic_geological_survey
5760,Mine_05760,Sand,0.333,0.888,0.437,1.58,93.54,synthetic_geological_survey
5761,Mine_05761,Salt,0.96,0.213,0.503,3.1,110.43,synthetic_geological_survey
5762,Mine_05762,Sandstone,0.405,0.486,0.44,3.14,45.09,synthetic_geological_survey
5763,Mine_05763,Sand,0.277,0.74,0.662,2.35,175.96,synthetic_geological_survey
5764,Mine_05764,Granite,0.64,0.24,0.58,4.56,51.38,synthetic_geological_survey
5765,Mine_05765,Sandstone,0.44,0.528,0.66,4.45,110.71,synthetic_geological_survey
5766,Mine_05766,Sand,0.29,0.772,0.459,2.21,159.35,synthetic_geological_survey
5767,Mine_05767,Salt,0.785,0.174,0.753,2.64,33.67,synthetic_geological_survey
5768,Mine_05768,Sandstone,0.43,0.516,0.407,3.88,74.81,synthetic_geological_survey
5769,Mine_05769,Limestone,0.687,0.573,0.547,1.36,171.27,synthetic_geological_survey
5770,Mine_05770,Limestone,0.614,0.511,0.651,2.17,156.43,synthetic_geological_survey
5771,Mine_05771,Silica Sand,0.422,0.738,0.234,1.39,28.82,synthetic_geological_survey
5772,Mine_05772,Silica Sand,0.368,0.643,0.644,4.62,52.21,synthetic_geological_survey
5773,Mine_05773,Iron Ore,0.77,0.44,0.551,4.82,81.87,synthetic_geological_survey
5774,Mine_05774,Limestone,0.576,0.48,0.746,4.65,184.5,synthetic_geological_survey
5775,Mine_05775,Iron Ore,0.672,0.384,0.505,3.24,34.78,synthetic_geological_survey
5776,Mine_05776,Granite,0.763,0.286,0.565,2.94,83.75,synthetic_geological_survey
5777,Mine_05777,Silica Sand,0.337,0.59,0.532,4.23,24.33,synthetic_geological_survey
5778,Mine_05778,Granite,0.785,0.294,0.437,0.73,110.89,synthetic_geological_survey
5779,Mine_05779,Marble,0.664,0.31,0.21,1.93,37.44,synthetic_geological_survey
5780,Mine_05780,Salt,0.842,0.187,0.3,4.35,96.75,synthetic_geological_survey
5781,Mine_05781,Iron Ore,0.738,0.421,0.396,1.87,25.46,synthetic_geological_survey
5782,Mine_05782,Iron Ore,0.582,0.333,0.471,4.45,174.62,synthetic_geological_survey
5783,Mine_05783,Limestone,0.486,0.405,0.363,4.08,178.07,synthetic_geological_survey
5784,Mine_05784,Silica Sand,0.444,0.777,0.538,2.27,136.6,synthetic_geological_survey
5785,Mine_05785,Granite,0.935,0.351,0.328,2.42,136.79,synthetic_geological_survey
5786,Mine_05786,Limestone,0.57,0.475,0.474,2.3,124.41,synthetic_geological_survey
5787,Mine_05787,Granite,0.772,0.29,0.594,3.47,59.19,synthetic_geological_survey
5788,Mine_05788,Salt,1.056,0.235,0.22,2.88,138.79,synthetic_geological_survey
5789,Mine_05789,Limestone,0.714,0.595,0.621,2.09,165.65,synthetic_geological_survey
5790,Mine_05790,Sand,0.338,0.901,0.321,1.63,86.2,synthetic_geological_survey
5791,Mine_05791,Silica Sand,0.451,0.789,0.445,1.92,29.11,synthetic_geological_survey
5792,Mine_05792,Granite,0.738,0.277,0.659,1.54,92.91,synthetic_geological_survey
5793,Mine_05793,Sand,0.273,0.728,0.226,1.38,77.16,synthetic_geological_survey
5794,Mine_05794,Sand,0.343,0.916,0.732,4.35,46.52,synthetic_geological_survey
5795,Mine_05795,Granite,0.7,0.263,0.449,1.0,101.15,synthetic_geological_survey
5796,Mine_05796,Sandstone,0.404,0.485,0.752,4.31,198.29,synthetic_geological_survey
5797,Mine_05797,Salt,1.043,0.232,0.618,1.97,66.07,synthetic_geological_survey
5798,Mine_05798,Marble,0.883,0.412,0.617,1.9,54.55,synthetic_geological_survey
5799,Mine_05799,Sand,0.278,0.742,0.798,0.96,79.05,synthetic_geological_survey
5800,Mine_05800,Silica Sand,0.463,0.811,0.725,3.47,196.2,synthetic_geological_survey
5801,Mine_05801,Granite,0.863,0.324,0.32,0.59,97.41,synthetic_geological_survey
5802,Mine_05802,Limestone,0.673,0.56,0.421,1.92,32.62,synthetic_geological_survey
5803,Mine_05803,Marble,0.899,0.42,0.543,4.52,106.48,synthetic_geological_survey
5804,Mine_05804,Limestone,0.581,0.484,0.766,3.14,195.65,synthetic_geological_survey
5805,Mine_05805,Marble,0.83,0.387,0.662,2.49,52.42,synthetic_geological_survey
5806,Mine_05806,Iron Ore,0.697,0.398,0.497,3.89,160.01,synthetic_geological_survey
5807,Mine_05807,Sand,0.333,0.889,0.648,1.76,124.41,synthetic_geological_survey
5808,Mine_05808,Marble,0.837,0.391,0.789,2.81,183.06,synthetic_geological_survey
5809,Mine_05809,Iron Ore,0.835,0.477,0.237,3.53,50.06,synthetic_geological_survey
5810,Mine_05810,Marble,0.804,0.375,0.345,1.57,193.51,synthetic_geological_survey
5811,Mine_05811,Salt,1.013,0.225,0.359,0.82,146.9,synthetic_geological_survey
5812,Mine_05812,Limestone,0.503,0.419,0.47,4.23,198.73,synthetic_geological_survey
5813,Mine_05813,Silica Sand,0.476,0.833,0.387,1.49,196.24,synthetic_geological_survey
5814,Mine_05814,Sandstone,0.582,0.699,0.271,1.96,89.11,synthetic_geological_survey
5815,Mine_05815,Granite,0.778,0.292,0.684,2.79,127.0,synthetic_geological_survey
5816,Mine_05816,Sandstone,0.502,0.603,0.257,4.68,93.35,synthetic_geological_survey
5817,Mine_05817,Marble,0.619,0.289,0.247,4.09,100.57,synthetic_geological_survey
5818,Mine_05818,Sandstone,0.481,0.577,0.613,3.86,114.29,synthetic_geological_survey
5819,Mine_05819,Marble,0.605,0.282,0.537,1.04,195.07,synthetic_geological_survey
5820,Mine_05820,Marble,0.655,0.306,0.263,2.27,56.18,synthetic_geological_survey
5821,Mine_05821,Marble,0.771,0.36,0.33,3.97,171.61,synthetic_geological_survey
5822,Mine_05822,Salt,0.873,0.194,0.49,3.22,21.49,synthetic_geological_survey
5823,Mine_05823,Granite,0.913,0.342,0.654,2.85,100.68,synthetic_geological_survey
5824,Mine_05824,Iron Ore,0.728,0.416,0.588,3.54,42.32,synthetic_geological_survey
5825,Mine_05825,Iron Ore,0.731,0.418,0.715,4.25,129.82,synthetic_geological_survey
5826,Mine_05826,Granite,0.919,0.345,0.588,4.34,174.51,synthetic_geological_survey
5827,Mine_05827,Iron Ore,0.607,0.347,0.556,3.18,86.14,synthetic_geological_survey
5828,Mine_05828,Salt,0.984,0.219,0.661,1.26,160.74,synthetic_geological_survey
5829,Mine_05829,Salt,0.918,0.204,0.769,3.1,111.22,synthetic_geological_survey
5830,Mine_05830,Iron Ore,0.739,0.422,0.798,2.87,113.27,synthetic_geological_survey
5831,Mine_05831,Iron Ore,0.748,0.428,0.576,4.77,153.59,synthetic_geological_survey
5832,Mine_05832,Sandstone,0.457,0.548,0.642,4.78,189.73,synthetic_geological_survey
5833,Mine_05833,Granite,0.659,0.247,0.354,1.45,60.13,synthetic_geological_survey
5834,Mine_05834,Marble,0.846,0.395,0.277,1.67,187.11,synthetic_geological_survey
5835,Mine_05835,Silica Sand,0.379,0.663,0.596,2.74,88.2,synthetic_geological_survey
5836,Mine_05836,Sandstone,0.502,0.602,0.252,3.63,164.28,synthetic_geological_survey
5837,Mine_05837,Sand,0.3,0.799,0.787,4.49,194.05,synthetic_geological_survey
5838,Mine_05838,Salt,0.996,0.221,0.64,4.02,184.69,synthetic_geological_survey
5839,Mine_05839,Sandstone,0.422,0.507,0.752,3.15,122.0,synthetic_geological_survey
