mine_id,mine_name,district,mineral_type,lease_area_ha,latitude,longitude,status,avg_rainfall_mm,max_rainfall_mm,rainfall_variability,avg_temp_c,max_avg_temp_c,min_avg_temp_c,extreme_max_temp_c,extreme_min_temp_c,elevation_m,slope_degrees,aspect_degrees,terrain_ruggedness_index,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,rainfall_intensity,temperature_stress,slope_risk_factor,geological_risk,environmental_risk_score
5879,Mine_05879,Tirunelveli,Sandstone,18.13,11.570708,78.752149,Closed,173.38,389.46,126.25,23.29,31.66,16.1,38.0,8.78,842.81,8.96,59.33,6.26,0.516,0.619,0.753,0.69,31.15,2.2462798477333026,2.9219999999999997,0.19911111111111113,0.299596,0.966
5880,Mine_05880,Erode,Marble,79.96,8.76579,79.806035,Active,117.89,231.71,81.11,25.09,31.22,17.89,36.66,11.22,491.84,13.15,79.36,8.34,0.842,0.393,0.284,1.32,126.54,1.965476291458139,2.5439999999999996,0.2922222222222222,0.06209400000000002,0.782
5881,Mine_05881,Kanyakumari,Silica Sand,34.07,11.831978,77.85555,Active,199.45,463.6,156.87,23.64,31.62,16.63,38.78,11.8,1281.81,17.2,225.66,8.88,0.37,0.647,0.427,4.71,83.36,2.3243920782150918,2.698,0.3822222222222222,0.40761000000000003,1.014
5882,Mine_05882,Tuticorin,Granite,14.37,12.259001,78.228813,Active,183.91,434.28,128.5,23.78,30.23,16.68,38.44,11.04,210.54,14.51,224.13,7.28,0.946,0.355,0.359,2.1,129.81,2.3613724104181393,2.7399999999999998,0.3224444444444444,0.019170000000000017,0.885
5883,Mine_05883,Kanyakumari,Iron Ore,71.68,8.88956,78.473955,Active,109.18,248.19,83.14,25.04,32.3,18.37,40.45,9.88,561.52,21.19,285.2,9.73,0.61,0.349,0.782,0.64,92.62,2.273218538193808,3.057,0.4708888888888889,0.13611,1.021
5884,Mine_05884,Tiruppur,Limestone,48.81,10.567825,77.821246,Active,157.18,343.85,108.38,24.35,31.95,15.78,39.27,9.65,587.05,10.2,49.05,4.93,0.592,0.493,0.722,2.21,174.59,2.1876192899860034,2.9620000000000006,0.22666666666666666,0.20114400000000002,0.934
5885,Mine_05885,Theni,Sand,118.94,10.476516,80.185517,Active,175.48,332.49,117.73,24.58,32.77,16.66,38.88,8.91,352.54,6.67,255.96,3.1,0.32,0.853,0.436,1.07,88.03,1.8947458399817645,2.9970000000000003,0.14822222222222223,0.5800399999999999,0.941
5886,Mine_05886,Perambalur,Iron Ore,35.5,8.558557,77.457602,Active,86.13,207.02,64.43,25.65,33.05,18.36,39.45,10.68,978.32,23.83,31.63,7.26,0.564,0.322,0.59,0.75,86.67,2.403575989782887,2.8770000000000002,0.5295555555555556,0.14039200000000002,1.028
5887,Mine_05887,Karur,Limestone,1.74,11.727149,79.996913,Active,223.11,434.38,159.52,23.73,30.62,17.07,37.15,8.5,422.09,13.48,50.48,4.91,0.622,0.518,0.63,2.31,22.43,1.946932006633499,2.8649999999999998,0.2995555555555556,0.195804,0.887
5888,Mine_05888,Theni,Sand,96.87,11.829662,79.223467,Active,187.41,336.26,127.33,24.27,31.78,15.54,38.48,9.15,945.64,24.72,278.43,9.97,0.253,0.676,0.22,2.42,35.98,1.794247905661384,2.933,0.5493333333333333,0.5049720000000001,0.99
5889,Mine_05889,Vellore,Granite,49.48,11.27066,77.607798,Active,154.68,391.69,110.33,23.42,30.27,16.14,36.58,8.82,1019.59,41.3,283.5,14.76,0.935,0.351,0.201,4.83,124.13,2.53226014998707,2.776,0.9177777777777777,0.02281499999999998,1.086
5890,Mine_05890,Theni,Limestone,1.0,10.192011,79.438474,Active,155.05,319.25,108.93,24.19,30.16,16.63,35.07,9.05,878.08,6.11,258.85,2.49,0.541,0.451,0.795,4.26,149.67,2.0590132215414383,2.602,0.13577777777777778,0.207009,0.854
5891,Mine_05891,Tuticorin,Sandstone,9.72,13.210015,79.047981,Active,212.49,480.29,139.2,23.02,30.05,15.4,35.46,7.53,420.34,5.16,281.75,5.93,0.421,0.506,0.262,3.4,20.4,2.2602946020989223,2.793,0.11466666666666667,0.29297399999999996,0.88
5892,Mine_05892,Tiruppur,Granite,39.76,12.323474,79.599568,Active,227.56,495.23,177.5,23.59,31.25,16.05,38.07,9.99,278.46,7.93,185.36,2.61,0.699,0.262,0.224,4.47,186.61,2.1762612058358237,2.808,0.17622222222222222,0.07886200000000002,0.815
5893,Mine_05893,Cuddalore,Silica Sand,37.75,10.047129,80.273414,Active,140.64,336.28,106.45,24.37,31.85,15.91,37.92,9.36,905.09,22.66,338.45,8.36,0.438,0.766,0.605,0.65,122.77,2.3910693970420933,2.8560000000000003,0.5035555555555555,0.43049200000000004,1.105
5894,Mine_05894,Dharmapuri,Granite,74.11,9.43822,77.872166,Active,138.25,283.45,101.06,24.59,32.32,17.42,39.17,11.95,740.17,22.96,241.56,8.42,0.715,0.268,0.605,0.56,69.62,2.050271247739602,2.7220000000000004,0.5102222222222222,0.07638000000000002,0.919
5895,Mine_05895,Salem,Sandstone,9.57,11.700409,76.530056,Active,203.99,416.91,140.86,23.02,29.85,16.1,34.72,10.43,713.39,16.87,250.83,5.32,0.423,0.507,0.442,4.04,39.8,2.0437766557184176,2.429,0.37488888888888894,0.292539,0.896
5896,Mine_05896,Perambalur,Sandstone,21.09,9.758573,77.16076,Active,121.64,298.63,91.19,24.61,31.38,16.62,38.24,9.23,437.71,9.98,138.43,5.48,0.58,0.697,0.416,1.01,69.36,2.455031239723775,2.9010000000000002,0.2217777777777778,0.29274,0.977
5897,Mine_05897,Theni,Limestone,20.66,12.975319,77.009921,Active,237.19,421.61,160.91,22.55,29.15,15.56,36.88,9.06,1851.03,20.78,201.69,7.35,0.489,0.408,0.278,0.71,21.06,1.7775201315401157,2.782,0.4617777777777778,0.20848799999999998,0.863
5898,Mine_05898,Coimbatore,Iron Ore,16.36,10.126859,76.695196,Closed,170.95,321.76,115.4,24.4,31.85,17.32,38.96,9.96,588.97,18.94,73.33,9.87,0.567,0.324,0.565,3.65,141.74,1.8821877742029833,2.9,0.4208888888888889,0.14029200000000003,0.891
5899,Mine_05899,Karur,Marble,13.38,11.857837,78.420322,Active,233.04,397.42,149.03,24.14,31.23,15.98,37.64,9.27,203.95,2.87,24.05,4.69,0.657,0.307,0.478,4.85,148.56,1.705372468245795,2.837,0.06377777777777778,0.10530099999999999,0.723
5900,Mine_05900,Tuticorin,Sand,5.48,8.678639,80.030419,Active,100.47,219.28,72.61,25.12,32.43,16.28,39.97,10.64,838.86,17.36,202.24,9.68,0.327,0.872,0.389,0.82,176.71,2.1825420523539365,2.933,0.3857777777777778,0.586856,1.06
5901,Mine_05901,Tiruvannamalai,Sandstone,160.8,8.93784,78.966989,Active,105.14,220.9,75.06,25.07,32.89,18.35,40.35,9.69,885.18,11.75,192.73,5.98,0.429,0.515,0.707,1.32,151.03,2.1010081795700972,3.0660000000000003,0.2611111111111111,0.29406499999999997,0.964
5902,Mine_05902,Salem,Iron Ore,4.74,8.839175,77.110682,Active,105.98,236.96,76.3,24.89,32.24,17.02,37.86,10.92,228.81,4.55,61.02,2.41,0.67,0.383,0.768,3.79,144.03,2.2358935648235514,2.694,0.10111111111111111,0.12638999999999997,0.862
5903,Mine_05903,Ariyalur,Limestone,21.85,10.957854,76.213016,Active,188.53,381.96,135.24,24.09,31.89,15.06,38.02,9.11,994.5,23.51,45.18,9.69,0.567,0.473,0.519,3.93,61.53,2.0259905585317983,2.8910000000000005,0.5224444444444445,0.20480900000000002,0.964
5904,Mine_05904,Vellore,Salt,17.86,8.395459,76.615569,Active,94.23,205.57,71.28,25.46,32.08,18.96,40.34,10.79,1405.43,20.03,175.81,7.35,0.832,0.185,0.744,1.98,198.52,2.1815769924652444,2.9550000000000005,0.4451111111111111,0.031080000000000007,0.949
5905,Mine_05905,Tiruvannamalai,Marble,45.2,11.036752,80.286347,Active,174.45,340.7,127.78,24.49,32.43,17.63,39.24,9.96,207.7,1.41,70.44,2.94,0.767,0.358,0.608,4.97,156.72,1.952995127543709,2.928,0.03133333333333333,0.08341399999999999,0.779
5906,Mine_05906,Theni,Salt,4.16,11.014852,77.417006,Active,170.82,372.12,130.3,24.3,32.09,18.4,39.27,10.83,1258.42,18.02,33.82,9.39,0.926,0.206,0.36,3.06,179.35,2.1784334387074114,2.8440000000000003,0.40044444444444444,0.01524399999999999,0.881
5907,Mine_05907,Karur,Marble,72.85,13.498335,77.450816,Active,287.5,563.2,217.86,22.28,30.08,15.25,35.79,8.8,1410.67,23.96,117.71,8.44,0.629,0.293,0.454,4.28,69.18,1.9589565217391305,2.699,0.5324444444444445,0.108703,0.899
5908,Mine_05908,Dharmapuri,Salt,75.18,8.87266,76.622173,Active,110.38,237.64,78.4,25.5,33.5,15.97,40.26,9.74,1636.4,36.71,352.9,13.9,1.001,0.223,0.292,1.59,100.51,2.1529262547562964,3.0519999999999996,0.8157777777777778,-0.00022299999999997544,1.01
5909,Mine_05909,Perambalur,Sandstone,29.85,12.247317,79.453764,Active,214.01,453.68,147.56,23.14,31.35,14.96,36.88,8.01,510.35,5.63,38.59,2.77,0.561,0.673,0.336,1.08,37.64,2.1199009392084482,2.8870000000000005,0.12511111111111112,0.29544699999999996,0.872
5910,Mine_05910,Dharmapuri,Silica Sand,2.08,10.136449,76.120093,Active,109.56,215.81,69.36,24.1,31.74,15.9,38.56,9.15,1415.32,21.71,143.48,7.92,0.405,0.708,0.524,0.77,72.0,1.9697882438846295,2.9410000000000003,0.48244444444444445,0.42125999999999997,1.012
5911,Mine_05911,Erode,Silica Sand,7.23,11.448583,78.436994,Active,193.77,366.32,129.22,23.35,30.65,14.36,38.01,8.29,417.69,3.42,106.56,2.65,0.418,0.731,0.289,1.81,100.22,1.8904887237446455,2.972,0.076,0.42544200000000004,0.855
5912,Mine_05912,Perambalur,Iron Ore,24.27,8.241318,79.435735,Active,97.55,201.25,78.1,25.4,32.1,18.43,40.86,10.99,540.88,18.1,20.52,5.56,0.661,0.378,0.344,4.83,143.35,2.063044592516658,2.9869999999999997,0.40222222222222226,0.12814199999999998,0.905
5913,Mine_05913,Theni,Iron Ore,23.08,11.357075,78.218428,Active,205.34,427.85,160.35,23.6,30.5,15.56,38.81,9.03,359.72,12.79,352.61,6.2,0.728,0.416,0.586,3.19,175.63,2.083617415018993,2.978,0.2842222222222222,0.113152,0.892
5914,Mine_05914,Cuddalore,Marble,45.24,9.182414,76.281931,Active,113.4,244.81,82.11,24.77,32.69,16.9,39.59,10.03,1005.36,30.13,339.96,12.1,0.793,0.37,0.33,4.74,81.83,2.1588183421516756,2.9560000000000004,0.6695555555555556,0.07658999999999999,0.984
5915,Mine_05915,Karur,Granite,3.16,8.371945,76.689043,Active,77.9,195.17,60.64,25.07,33.65,16.46,39.75,10.1,1402.69,20.99,296.19,11.22,0.712,0.267,0.68,1.07,42.2,2.5053915275994862,2.965,0.4664444444444444,0.07689600000000002,1.029
5916,Mine_05916,Dharmapuri,Marble,77.11,11.179533,77.657179,Active,167.79,412.63,127.5,23.93,31.42,16.1,39.34,9.93,1143.65,22.58,2.23,10.86,0.606,0.283,0.562,4.39,188.63,2.4592049585791766,2.9410000000000003,0.5017777777777778,0.11150199999999999,1.026
5917,Mine_05917,Tuticorin,Limestone,4.96,12.087711,79.612411,Active,207.94,413.54,144.84,23.1,31.2,15.35,36.76,10.16,631.37,24.93,151.32,8.76,0.482,0.402,0.333,3.19,154.05,1.988746753871309,2.6599999999999997,0.554,0.20823600000000003,0.926
5918,Mine_05918,Tirunelveli,Silica Sand,61.83,9.693053,77.001939,Active,107.76,245.32,74.36,25.26,32.83,17.59,39.11,12.34,999.96,16.07,131.31,6.06,0.357,0.626,0.619,2.0,127.08,2.276540460282108,2.677,0.3571111111111111,0.402518,1.013
5919,Mine_05919,Krishnagiri,Sand,14.12,12.980682,76.24144,Closed,244.47,523.14,180.25,22.65,29.88,14.43,36.97,8.84,1421.45,21.31,193.1,7.81,0.293,0.782,0.281,1.32,43.39,2.1398944655785987,2.8129999999999997,0.4735555555555555,0.5528740000000001,1.045
5920,Mine_05920,Krishnagiri,Silica Sand,8.46,9.741414,76.613678,Active,123.51,315.86,100.67,24.69,31.62,16.11,38.61,10.71,873.52,13.4,93.55,8.06,0.324,0.566,0.212,4.67,182.46,2.5573637762124526,2.79,0.2977777777777778,0.3826159999999999,1.016
5921,Mine_05921,Cuddalore,Salt,116.74,8.910775,76.115517,Active,128.04,250.04,93.08,25.26,31.68,17.85,39.5,10.75,1171.46,27.15,227.64,11.98,0.847,0.188,0.584,4.97,75.65,1.9528272414870353,2.875,0.6033333333333333,0.028764000000000005,0.926
5922,Mine_05922,Karur,Salt,56.88,12.372714,77.065147,Active,233.03,449.61,159.52,23.18,30.16,16.32,36.82,7.92,1373.52,17.17,258.2,7.22,0.944,0.21,0.212,3.34,85.89,1.9294082306999099,2.8899999999999997,0.3815555555555556,0.01176000000000001,0.814
5923,Mine_05923,Karur,Silica Sand,88.37,12.660101,76.526871,Active,235.26,521.03,167.2,22.64,27.95,15.45,34.63,9.23,1038.57,34.37,289.31,13.58,0.394,0.69,0.21,2.11,111.92,2.214698631301539,2.54,0.7637777777777777,0.41813999999999996,1.073
5924,Mine_05924,Perambalur,Limestone,6.46,10.077916,78.860385,Active,168.86,325.51,119.57,24.22,31.18,17.46,39.09,12.74,217.49,8.91,138.95,4.37,0.519,0.433,0.209,0.74,159.21,1.9276915788226932,2.6350000000000002,0.198,0.20827299999999999,0.792
5925,Mine_05925,Cuddalore,Sand,41.01,9.449495,78.508471,Active,121.53,268.39,81.83,25.09,32.14,15.58,38.72,9.59,935.71,19.95,337.9,8.39,0.343,0.913,0.729,4.38,87.75,2.208425903069201,2.913,0.4433333333333333,0.5998410000000001,1.119
5926,Mine_05926,Perambalur,Marble,1.73,9.167768,79.119657,Active,118.09,223.86,85.34,25.2,31.99,17.99,37.82,10.11,475.65,13.04,101.93,4.78,0.86,0.401,0.625,2.74,132.35,1.8956727919383523,2.771,0.28977777777777775,0.05614000000000001,0.823
5927,Mine_05927,Namakkal,Iron Ore,154.36,9.980105,79.405621,Active,134.77,305.22,106.64,24.79,32.48,16.75,38.28,9.5,304.21,12.09,147.79,4.8,0.671,0.383,0.791,1.68,184.45,2.2647473473324924,2.878,0.26866666666666666,0.12600699999999998,0.938
5928,Mine_05928,Kanyakumari,Limestone,49.41,13.232061,78.024675,Active,224.8,481.57,155.24,22.45,28.25,13.62,33.35,7.83,672.73,22.43,15.19,8.02,0.548,0.457,0.552,3.24,23.68,2.142215302491103,2.5520000000000005,0.4984444444444444,0.206564,0.95
5929,Mine_05929,Tirunelveli,Limestone,1.0,12.765688,78.355865,Active,193.14,421.23,143.54,22.88,29.09,16.09,34.15,8.05,234.99,2.43,51.88,5.26,0.627,0.522,0.765,3.63,184.69,2.1809568188878536,2.61,0.054000000000000006,0.19470600000000002,0.848
5930,Mine_05930,Tuticorin,Limestone,125.74,11.382815,78.304923,Active,174.52,410.4,135.4,23.65,31.38,15.8,38.48,8.4,624.65,13.37,81.44,4.28,0.503,0.419,0.22,0.89,160.33,2.351592940637176,3.008,0.2971111111111111,0.20824299999999998,0.945
5931,Mine_05931,Kanyakumari,Limestone,70.6,10.293112,79.272819,Active,147.63,324.42,109.44,24.19,32.05,15.78,38.66,9.87,512.85,16.53,307.66,6.42,0.708,0.59,0.749,2.89,88.88,2.1975208290997768,2.879,0.36733333333333335,0.17228000000000002,0.964
5932,Mine_05932,Tiruppur,Sand,1.41,12.629868,77.059664,Closed,221.51,390.25,135.94,22.98,30.54,14.66,37.8,8.72,2294.09,42.31,166.19,13.52,0.297,0.792,0.758,3.15,185.57,1.761771477585662,2.908,0.9402222222222223,0.556776,1.168
5933,Mine_05933,Theni,Sand,91.63,10.774674,78.012284,Active,185.51,369.96,135.72,25.27,31.88,17.48,38.56,12.17,232.3,14.16,4.6,5.52,0.323,0.861,0.697,1.66,157.32,1.9942860223168561,2.6390000000000002,0.31466666666666665,0.582897,1.002
5934,Mine_05934,Tirunelveli,Salt,3.62,8.119289,79.095923,Active,64.67,124.52,41.79,25.36,33.3,18.41,40.55,12.28,425.07,12.25,332.7,5.17,0.814,0.181,0.203,3.8,39.69,1.9254677593938456,2.8269999999999995,0.2722222222222222,0.03366600000000001,0.78
5935,Mine_05935,Coimbatore,Limestone,27.61,9.220008,79.623163,Active,132.71,258.04,90.66,25.47,32.12,16.58,38.11,9.66,481.06,14.09,259.76,4.23,0.71,0.592,0.781,3.17,35.31,1.9443900233592044,2.8449999999999998,0.3131111111111111,0.17168,0.897
5936,Mine_05936,Krishnagiri,Limestone,11.53,8.922464,78.219958,Closed,108.96,237.07,76.08,25.54,33.39,17.73,40.14,10.28,884.86,7.43,175.04,4.62,0.638,0.532,0.659,3.15,82.76,2.175752569750367,2.9859999999999998,0.1651111111111111,0.192584,0.907
5937,Mine_05937,Dharmapuri,Limestone,27.41,9.183088,76.042087,Active,121.08,260.16,79.96,24.6,31.09,16.73,39.71,10.72,1584.01,16.06,101.42,4.92,0.699,0.582,0.647,0.69,23.35,2.148662041625372,2.899,0.35688888888888887,0.175182,0.944
5938,Mine_05938,Kanyakumari,Iron Ore,20.05,8.745082,78.608537,Active,109.03,230.19,83.38,24.93,31.15,16.8,37.24,11.91,602.94,17.88,13.38,6.61,0.604,0.345,0.698,0.52,54.6,2.1112537833623772,2.5330000000000004,0.3973333333333333,0.13662,0.906
5939,Mine_05939,Dharmapuri,Granite,20.02,8.756779,78.24769,Active,103.67,222.32,72.38,25.45,33.24,17.6,40.35,12.43,481.71,10.88,312.64,6.71,0.793,0.298,0.58,0.75,83.0,2.1444969615124916,2.7920000000000003,0.24177777777777779,0.061685999999999984,0.857
5940,Mine_05940,Tuticorin,Salt,8.71,8.511793,80.24767,Active,78.43,162.42,54.24,25.25,32.11,16.98,39.88,10.47,541.65,16.64,294.11,9.31,1.065,0.237,0.386,1.7,170.4,2.07089124059671,2.9410000000000003,0.3697777777777778,-0.015404999999999986,0.853
5941,Mine_05941,Virudhunagar,Marble,14.0,12.923702,76.799057,Active,220.85,554.0,192.43,22.68,28.23,14.93,34.43,9.29,1196.15,36.67,198.43,12.63,0.723,0.338,0.351,3.86,107.06,2.5084899252886577,2.5140000000000002,0.8148888888888889,0.09362600000000001,1.061
5942,Mine_05942,Cuddalore,Granite,20.19,8.219463,77.024915,Active,75.03,136.39,48.28,25.46,31.81,17.28,40.29,10.36,841.41,7.18,359.15,2.63,0.708,0.266,0.714,3.66,137.78,1.8178062108489936,2.993,0.15955555555555556,0.07767200000000002,0.805
5943,Mine_05943,Karur,Marble,21.87,8.196919,77.901448,Active,87.65,176.57,60.17,25.22,31.01,17.65,38.46,11.14,351.69,2.46,102.26,2.28,0.676,0.316,0.486,4.71,110.97,2.0144894466628633,2.732,0.05466666666666667,0.10238399999999999,0.772
5944,Mine_05944,Tirunelveli,Silica Sand,34.27,11.553236,77.299888,Active,164.6,360.79,113.41,23.4,29.65,15.79,35.71,9.81,1954.18,20.72,257.19,10.39,0.386,0.675,0.214,2.8,163.2,2.1919198055893077,2.59,0.46044444444444443,0.41445000000000004,0.981
5945,Mine_05945,Perambalur,Marble,16.28,11.77507,77.110077,Active,207.58,398.2,137.32,23.23,30.08,15.94,34.88,8.17,1318.67,38.99,244.33,15.01,0.69,0.322,0.547,1.55,179.59,1.9182965603622697,2.6710000000000003,0.8664444444444445,0.09982000000000002,0.995
5946,Mine_05946,Madurai,Sandstone,39.33,13.219815,79.250986,Closed,279.52,467.11,180.66,22.47,29.81,14.69,35.56,7.64,207.07,5.36,209.19,5.06,0.439,0.527,0.342,1.66,151.76,1.6711147681740128,2.7920000000000003,0.11911111111111111,0.295647,0.772
5947,Mine_05947,Perambalur,Limestone,27.57,9.825388,77.682858,Active,129.87,279.13,91.82,24.95,32.99,18.0,40.08,11.99,411.1,8.41,270.68,5.4,0.675,0.562,0.537,0.56,38.54,2.149303149303149,2.8089999999999997,0.18688888888888888,0.18265,0.875
5948,Mine_05948,Tirunelveli,Marble,1.0,8.712432,79.649693,Active,88.99,168.44,59.14,25.9,32.24,18.7,38.47,11.49,465.23,12.08,245.72,8.38,0.655,0.306,0.549,0.66,184.04,1.8927969434767953,2.6979999999999995,0.26844444444444443,0.10556999999999998,0.815
5949,Mine_05949,Vellore,Iron Ore,25.04,9.39232,77.006162,Active,106.12,171.47,62.92,24.79,31.84,17.88,40.15,12.59,398.91,14.95,213.38,5.66,0.811,0.464,0.531,1.6,96.34,1.6158122879758763,2.756,0.3322222222222222,0.08769599999999998,0.778
5950,Mine_05950,Erode,Salt,18.97,10.305482,79.826823,Active,141.37,331.74,98.95,24.28,31.81,16.23,37.99,10.53,332.57,12.54,13.6,6.98,0.746,0.166,0.338,0.58,31.68,2.3466081912711325,2.746,0.2786666666666667,0.042164,0.874
5951,Mine_05951,Dindigul,Iron Ore,34.72,10.860297,77.69264,Active,170.54,395.72,123.55,23.98,29.85,16.56,37.16,10.8,372.99,13.14,129.11,6.28,0.657,0.375,0.534,0.98,146.56,2.3203940424533838,2.6359999999999997,0.29200000000000004,0.128625,0.907
5952,Mine_05952,Coimbatore,Iron Ore,15.02,10.442572,77.605616,Active,136.94,243.81,94.12,23.99,31.8,16.28,38.42,11.6,848.88,24.98,286.5,10.6,0.69,0.394,0.337,4.94,111.82,1.7804147801957062,2.682,0.5551111111111111,0.12214000000000003,0.861
5953,Mine_05953,Cuddalore,Silica Sand,4.75,11.430304,79.078308,Active,169.92,351.26,116.77,23.5,30.07,15.81,35.87,9.94,543.33,14.4,176.42,5.25,0.353,0.617,0.396,3.31,196.21,2.067208097928437,2.593,0.32,0.399199,0.928
5954,Mine_05954,Vellore,Granite,114.96,12.733401,77.883293,Active,187.68,404.31,122.98,23.34,30.79,15.56,36.08,8.9,1382.16,43.02,1.47,15.99,0.741,0.278,0.262,2.48,130.77,2.1542519181585678,2.718,0.9560000000000001,0.07200200000000001,1.037
5955,Mine_05955,Karur,Iron Ore,16.96,10.969859,76.883486,Active,184.49,403.69,141.11,23.84,30.94,15.74,36.89,9.86,1248.36,37.52,63.35,12.39,0.569,0.325,0.663,3.05,128.64,2.1881402786058866,2.7030000000000003,0.8337777777777778,0.14007500000000003,1.066
5956,Mine_05956,Virudhunagar,Sand,1.34,11.09079,79.55189,Active,162.28,377.48,132.87,23.95,30.9,15.16,37.58,8.99,452.82,10.23,268.88,5.7,0.245,0.653,0.795,1.35,140.72,2.3261030317968943,2.8589999999999995,0.22733333333333333,0.49301500000000004,1.047
5957,Mine_05957,Coimbatore,Marble,20.83,9.081004,78.766318,Active,126.23,265.21,91.48,24.71,31.52,16.46,36.51,9.96,618.98,23.19,159.37,10.64,0.707,0.33,0.632,4.62,94.11,2.1010060999762334,2.655,0.5153333333333333,0.09669000000000001,0.933
5958,Mine_05958,Tirunelveli,Sandstone,32.15,9.803201,79.946269,Active,151.88,308.06,115.61,24.75,31.55,15.43,38.36,9.36,280.18,1.62,175.75,1.35,0.555,0.666,0.679,3.43,130.32,2.028311825125099,2.9,0.036000000000000004,0.29636999999999997,0.863
5959,Mine_05959,Tiruvannamalai,Limestone,9.75,13.335846,78.435958,Closed,301.45,566.0,207.19,22.89,31.27,14.22,38.29,7.9,430.58,9.89,13.58,4.0,0.678,0.565,0.494,2.53,58.55,1.8775916404047106,3.039,0.2197777777777778,0.18192999999999995,0.849
5960,Mine_05960,Tirunelveli,Granite,49.63,8.057036,76.154028,Active,89.7,182.18,70.88,25.48,31.4,17.84,38.69,12.08,1467.86,27.44,97.92,10.42,0.846,0.317,0.764,2.22,161.88,2.0309921962095876,2.661,0.6097777777777778,0.04881800000000001,0.946
5961,Mine_05961,Cuddalore,Marble,3.63,12.409613,80.10124,Active,214.96,430.81,138.38,23.45,31.47,16.03,37.68,8.98,833.96,18.32,188.06,7.93,0.674,0.315,0.327,3.46,161.35,2.0041403051730553,2.87,0.4071111111111111,0.10268999999999999,0.873
5962,Mine_05962,Vellore,Sand,42.25,13.248495,77.348154,Active,278.37,537.46,196.32,22.83,29.7,14.04,37.89,8.23,2338.11,29.67,154.16,9.33,0.285,0.76,0.331,1.52,26.97,1.9307396630384022,2.966,0.6593333333333333,0.5434000000000001,1.077
5963,Mine_05963,Cuddalore,Iron Ore,125.45,8.749423,80.381526,Active,89.64,205.16,65.22,24.81,32.39,16.58,38.69,10.55,278.24,7.46,225.36,2.35,0.693,0.396,0.775,4.16,35.81,2.288710397144132,2.8139999999999996,0.16577777777777777,0.12157200000000003,0.903
5964,Mine_05964,Tuticorin,Marble,24.55,10.915452,79.621488,Closed,179.83,356.25,126.53,23.99,32.1,16.44,39.3,10.98,284.04,4.06,311.63,3.75,0.743,0.347,0.598,3.35,94.42,1.9810376466662958,2.832,0.09022222222222222,0.089179,0.793
5965,Mine_05965,Tuticorin,Salt,21.58,12.358411,80.267027,Active,187.1,439.79,136.4,23.71,32.02,16.14,38.75,9.22,571.76,15.73,350.37,8.34,1.064,0.237,0.405,1.54,71.09,2.350561197220738,2.9530000000000003,0.34955555555555556,-0.015168000000000013,0.906
5966,Mine_05966,Cuddalore,Limestone,80.39,11.592119,79.603732,Active,199.67,449.58,143.37,23.27,29.91,15.8,36.12,10.96,425.13,6.74,312.98,4.42,0.618,0.515,0.442,4.55,52.49,2.2516151650222866,2.5159999999999996,0.1497777777777778,0.19673000000000002,0.85
5967,Mine_05967,Karur,Iron Ore,133.81,12.750266,79.6692,Active,210.83,531.99,166.66,23.16,29.61,14.88,36.31,9.66,431.53,10.76,63.33,6.34,0.732,0.418,0.712,3.51,118.37,2.5233126215434236,2.665,0.2391111111111111,0.112024,0.948
5968,Mine_05968,Vellore,Sandstone,32.55,11.902581,77.364467,Active,200.64,371.21,145.63,23.32,30.28,16.16,36.02,10.06,1269.19,27.75,330.24,9.4,0.505,0.607,0.441,3.45,55.2,1.8501295853269537,2.596,0.6166666666666667,0.300465,0.949
5969,Mine_05969,Cuddalore,Iron Ore,83.95,13.02097,77.7049,Active,256.94,549.7,184.52,23.01,29.22,14.86,37.44,9.24,2073.22,38.89,61.07,16.08,0.806,0.46,0.473,0.82,189.98,2.1394099789834207,2.8199999999999994,0.8642222222222222,0.08923999999999999,1.043
5970,Mine_05970,Madurai,Iron Ore,18.85,11.664081,77.612455,Active,197.52,449.35,156.16,23.91,30.72,16.04,36.26,8.78,1586.56,34.29,159.99,11.66,0.693,0.396,0.643,2.46,64.99,2.2749594977723775,2.7479999999999998,0.762,0.12157200000000003,1.059
5971,Mine_05971,Ariyalur,Marble,10.15,8.158439,78.118793,Active,91.87,175.49,60.16,25.43,33.09,17.67,39.6,10.22,626.98,16.16,15.75,7.23,0.746,0.348,0.63,0.78,172.77,1.9101991945139871,2.938,0.3591111111111111,0.088392,0.873
5972,Mine_05972,Tiruvannamalai,Marble,13.02,11.320399,80.458948,Active,196.65,427.45,143.21,23.92,30.43,15.89,35.42,9.49,908.91,8.71,195.08,5.27,0.633,0.295,0.311,1.8,124.09,2.1736587846427664,2.593,0.19355555555555556,0.10826499999999999,0.816
5973,Mine_05973,Ariyalur,Sand,16.51,10.926787,79.597804,Active,177.44,361.29,130.08,24.35,30.98,16.03,39.38,10.33,574.13,22.17,294.03,7.13,0.277,0.74,0.371,2.56,197.63,2.036124887285843,2.9050000000000002,0.4926666666666667,0.5350199999999999,1.043
5974,Mine_05974,Erode,Marble,86.88,9.096484,76.797587,Active,124.11,248.95,91.05,24.92,32.9,16.34,40.02,9.92,963.35,11.07,5.39,4.89,0.794,0.37,0.703,1.64,89.28,2.0058818789783257,3.0100000000000002,0.246,0.07621999999999998,0.869
